Target_genes	Stat6|Average	SRX197271|Macrophages	SRX197272|Macrophages	SRX6432727|Macrophages	SRX6432728|Macrophages	SRX021632|Th1_Cells	SRX021633|Th1_Cells	SRX191132|Th9	SRX353406|Th9	SRX353407|Th9	STRING
Lima1	42.000000	0	0	0	0	179	199	0	0	0	0
Lcmt1	42.000000	0	0	0	0	0	0	0	102	276	0
Klf2	42.000000	0	0	0	0	203	175	0	0	0	0
Kdsr	42.000000	0	0	0	0	140	0	0	109	129	0
Ccar2	42.000000	0	0	0	0	139	104	0	0	135	0
AA467197	42.000000	0	0	0	0	253	125	0	0	0	0
Ppfibp1	41.888889	377	0	0	0	0	0	0	0	0	0
Lipo3	41.888889	0	0	0	0	377	0	0	0	0	0
Id2	41.888889	0	0	0	0	258	119	0	0	0	0
Gemin7	41.888889	0	0	143	0	138	0	0	0	96	0
Fbxl3	41.888889	0	0	0	0	139	238	0	0	0	0
Dtx3	41.888889	0	0	0	0	377	0	0	0	0	0
Dnmt1	41.888889	0	0	0	0	254	0	0	0	123	0
Csde1	41.888889	0	0	0	0	151	0	0	81	145	0
Car13	41.888889	0	0	0	176	0	0	0	0	201	0
Armcx4	41.888889	0	0	0	0	261	116	0	0	0	0
Wdpcp	41.777778	0	0	0	0	0	0	0	129	247	0
Tyw1	41.777778	0	0	0	0	175	94	0	107	0	0
Mdh1	41.777778	0	0	0	0	0	0	0	129	247	0
Gtdc1	41.777778	0	0	0	0	211	0	0	0	165	0
Gm13290	41.777778	0	0	0	0	173	0	117	0	86	0
Gm13289	41.777778	0	0	0	0	173	0	117	0	86	0
Gas2	41.777778	0	0	0	0	121	0	0	119	136	0
Zgrf1	41.666667	0	0	0	0	133	0	0	0	242	0
Zfp672	41.666667	0	0	0	0	0	0	0	187	188	0
Ube4a	41.666667	0	0	0	0	245	0	0	0	130	0
Tmem11	41.666667	0	0	0	0	168	0	0	0	207	0
Sh3bp5l	41.666667	0	0	0	0	0	0	0	187	188	0
Sf3b5	41.666667	0	0	0	0	0	124	0	90	161	0
Larp7	41.666667	0	0	0	0	133	0	0	0	242	0
Cul2	41.666667	0	0	0	160	0	0	0	0	215	0
Rara	41.555556	0	0	0	0	248	126	0	0	0	0
P2ry14	41.555556	0	147	0	0	0	0	0	227	0	0
Gbp10	41.555556	0	0	0	0	0	0	0	247	127	0
Clec12a	41.555556	0	267	0	107	0	0	0	0	0	0
Ccdc142	41.555556	0	0	0	0	123	0	0	164	87	0
Arl14ep	41.555556	0	0	0	0	212	0	0	0	162	0
Abcb1b	41.555556	0	174	0	0	0	0	0	0	200	0
Tmed5	41.444444	0	0	0	0	166	0	0	0	207	0
Rad51	41.444444	0	0	0	0	0	0	0	103	270	0
Rab29	41.444444	0	0	0	0	0	0	0	194	179	0
Pstk	41.444444	0	0	0	0	193	0	0	0	180	0
Mpc2	41.444444	0	0	0	101	84	0	0	0	188	0
Mlst8	41.444444	0	0	0	98	0	0	0	86	189	0
Itpr2	41.444444	0	0	0	0	146	0	0	0	227	0
Hnrnph1	41.444444	0	0	0	0	84	0	0	122	167	0
Hint3	41.444444	0	0	0	0	106	0	0	98	169	0
Dcaf6	41.444444	0	0	0	101	84	0	0	0	188	0
Cdk13	41.444444	0	0	0	0	181	0	0	0	192	0
Ccdc18	41.444444	0	0	0	0	166	0	0	0	207	0
Shprh	41.333333	0	0	0	0	159	0	0	0	213	0
Rgs18	41.333333	0	372	0	0	0	0	0	0	0	0
Fas	41.333333	0	0	0	0	106	0	0	0	266	0
Exoc7	41.333333	0	0	0	0	116	0	0	0	256	0
Chchd6	41.333333	0	0	0	0	0	0	0	114	258	0
Cfap97	41.333333	0	0	0	0	134	0	0	90	148	0
Xxylt1	41.222222	0	231	0	0	0	0	0	140	0	0
Tex14	41.222222	0	0	0	0	160	0	0	102	109	0
Sec16a	41.222222	0	290	0	81	0	0	0	0	0	0
Rad51c	41.222222	0	0	0	0	160	0	0	102	109	0
Ndrg3	41.222222	0	0	0	0	0	0	148	0	223	0
Dnajc24	41.222222	0	0	0	0	94	0	0	0	277	0
Zfp444	41.111111	0	86	0	0	182	0	0	0	102	0
Vipas39	41.111111	0	0	0	0	0	0	0	193	177	0
Ssr3	41.111111	0	0	0	0	136	130	0	0	104	0
Pacc1	41.111111	0	0	0	0	99	0	0	137	134	0
Osbpl2	41.111111	0	0	0	0	253	117	0	0	0	0
Eif3b	41.111111	0	0	0	0	161	209	0	0	0	0
Ccdc166	41.111111	0	0	0	0	157	0	0	99	114	0
Borcs7	41.111111	0	0	0	0	0	0	0	93	277	0
Ahsa1	41.111111	0	0	0	0	0	0	0	193	177	0
Ubr4	41.000000	0	0	0	0	0	0	0	148	221	0
Trappc1	41.000000	0	0	0	0	113	0	0	118	138	0
Tmem140	41.000000	0	0	0	135	119	0	0	115	0	0
Pnn	41.000000	0	0	0	0	115	0	0	89	165	0
Inpp5a	41.000000	0	88	0	181	100	0	0	0	0	0
Cntrob	41.000000	0	0	0	0	113	0	0	118	138	0
Arpp19	41.000000	0	0	0	0	217	0	0	0	152	0
Tor4a	40.888889	0	0	0	0	195	0	0	0	173	0
Sash3	40.888889	0	0	0	0	368	0	0	0	0	0
Rbm8a	40.888889	0	0	0	0	0	0	0	142	226	0
Lbh	40.888889	0	0	0	0	161	92	0	0	115	0
Tsga10	40.777778	0	0	0	0	203	0	0	0	164	0
Rpa2	40.777778	0	0	0	0	0	0	0	197	170	0
Prorsd1	40.777778	0	0	0	0	109	160	0	0	98	0
Prelid3a	40.777778	0	0	0	0	214	153	0	0	0	0
Ing4	40.777778	0	0	0	0	122	0	0	245	0	0
Hars2	40.777778	0	0	0	0	195	0	0	0	172	0
Hars	40.777778	0	0	0	0	195	0	0	0	172	0
Fzd7	40.777778	0	287	0	80	0	0	0	0	0	0
Dennd6b	40.777778	0	0	0	0	0	0	0	202	165	0
Csnk1a1	40.777778	0	0	0	0	140	0	0	160	67	0
Clec4a3	40.777778	0	193	0	174	0	0	0	0	0	0
Cep85	40.777778	0	0	0	0	224	0	0	0	143	0
Zfp263	40.666667	0	0	0	0	118	0	0	128	120	0
Shcbp1	40.666667	0	0	0	0	179	0	0	187	0	0
Rnf19a	40.666667	0	0	0	0	146	0	0	0	220	0
Map2k5	40.666667	0	0	0	0	107	0	0	0	259	0
Spsb1	40.555556	0	0	0	0	82	199	0	0	84	0
Kif18b	40.555556	0	0	0	0	0	0	0	155	210	0
Ipmk	40.555556	0	0	0	0	0	0	0	162	203	0
Epha2	40.555556	0	0	0	0	365	0	0	0	0	0
Clec4a2	40.555556	0	365	0	0	0	0	0	0	0	0
Arl15	40.555556	0	0	0	0	172	0	0	0	193	0
Tsku	40.444444	0	364	0	0	0	0	0	0	0	0
Sucnr1	40.444444	0	364	0	0	0	0	0	0	0	0
Smu1	40.444444	0	0	0	0	0	0	0	161	203	0
Rtcb	40.444444	0	0	0	0	173	0	94	0	97	0
Ranbp6	40.444444	0	0	0	0	131	0	0	112	121	0
Pts	40.444444	0	0	0	0	105	0	109	0	150	0
Psmc5	40.444444	0	0	0	0	0	0	0	217	147	0
Ost4	40.444444	0	0	0	0	122	0	0	133	109	0
Ndc80	40.444444	0	0	0	0	150	0	0	0	214	0
Kpnb1	40.444444	0	0	0	0	176	0	0	94	94	0
Ipo11	40.444444	0	0	0	0	155	0	0	0	209	0
Ftsj3	40.444444	0	0	0	0	0	0	0	217	147	0
Ddit4	40.444444	0	0	0	0	150	214	0	0	0	0
Arhgef3	40.444444	0	0	0	0	364	0	0	0	0	0
Akirin2	40.444444	0	0	0	0	0	0	0	119	245	0
Tepsin	40.333333	0	0	0	0	0	0	0	176	187	0
Sapcd2	40.333333	0	0	0	0	63	0	0	144	156	0
Rnaseh2a	40.333333	0	0	0	0	139	0	0	135	89	0
Pknox1	40.333333	0	0	0	0	218	0	0	0	145	0
Ndufaf8	40.333333	0	0	0	0	0	0	0	176	187	0
H4c1	40.333333	0	0	0	0	0	0	0	194	169	0
H3c1	40.333333	0	0	0	0	0	0	0	194	169	0
Yme1l1	40.222222	0	0	0	0	169	0	0	0	193	0
Usp32	40.222222	0	0	0	0	224	0	0	0	138	0
Slc25a14	40.222222	0	0	0	0	192	0	0	0	170	0
Mastl	40.222222	0	0	0	0	169	0	0	0	193	0
Hax1	40.222222	0	0	0	0	136	133	0	0	93	0
Ern1	40.222222	0	0	0	362	0	0	0	0	0	0
Wdr43	40.111111	0	0	0	0	258	103	0	0	0	0
Taf5	40.111111	0	0	0	0	148	0	0	0	213	0
Prpf6	40.111111	0	0	0	0	125	97	0	0	139	0
Msra	40.111111	0	0	139	0	124	0	0	0	98	0
Gapt	40.111111	0	361	0	0	0	0	0	0	0	0
Fam90a1b	40.111111	0	0	0	115	0	0	0	121	125	0
Apoo	40.111111	0	0	0	115	0	0	0	121	125	0
Acat1	40.111111	0	0	0	0	361	0	0	0	0	0
Wdr89	40.000000	0	0	0	0	152	0	0	99	109	0
Tpst1	40.000000	0	360	0	0	0	0	0	0	0	0
Rdh14	40.000000	0	0	0	0	0	0	0	59	301	0
Irf7	40.000000	0	0	0	0	193	167	0	0	0	0
Adck5	40.000000	0	0	0	0	254	106	0	0	0	0
Wapl	39.888889	0	0	0	0	146	0	0	0	213	0
Rccd1	39.888889	0	0	0	0	190	0	0	0	169	0
Lurap1	39.888889	0	0	0	0	0	0	0	181	178	0
Cdt1	39.888889	0	0	0	152	96	0	0	111	0	0
Arsa	39.888889	359	0	0	0	0	0	0	0	0	0
Abhd10	39.888889	0	0	0	0	359	0	0	0	0	0
Mdh1b	39.777778	0	0	0	0	0	0	0	150	208	0
Kif18a	39.777778	0	0	0	0	123	120	0	0	115	0
Fastkd2	39.777778	0	0	0	0	0	0	0	150	208	0
Dnm1l	39.777778	0	0	0	0	76	0	0	98	184	0
Ddx49	39.777778	0	0	0	0	101	0	0	97	160	0
Cope	39.777778	0	0	0	0	101	0	0	97	160	0
Colgalt1	39.777778	0	0	0	0	0	86	123	0	149	0
Clk4	39.777778	0	0	0	0	131	115	0	0	112	0
BC049762	39.777778	0	0	0	0	131	115	0	0	112	0
Atr	39.777778	0	0	0	0	138	0	0	0	220	0
1700065D16Rik	39.777778	0	0	0	0	138	0	0	0	220	0
Tnks	39.666667	0	0	0	0	100	0	0	123	134	0
Tesmin	39.666667	0	0	0	0	221	0	0	0	136	0
Taok3	39.666667	0	0	0	0	193	164	0	0	0	0
Spred1	39.666667	0	0	0	259	0	0	0	0	98	0
Rpf2	39.666667	0	0	0	131	72	0	0	0	154	0
Gpr171	39.666667	0	0	0	0	141	0	0	216	0	0
Lmln	39.555556	0	0	0	0	356	0	0	0	0	0
Cox5b	39.555556	0	0	0	0	114	0	0	114	128	0
Zfp383	39.444444	0	0	0	0	0	0	0	159	196	0
Zc3h12d	39.444444	0	0	0	0	134	0	0	124	97	0
Map3k3	39.444444	0	0	0	0	104	0	0	98	153	0
Eif5	39.444444	0	0	130	0	0	103	0	0	122	0
Wdr18	39.333333	0	0	0	0	111	137	0	106	0	0
Tsc2	39.333333	0	0	0	0	119	0	0	109	126	0
Tbp	39.333333	0	0	0	0	193	0	0	0	161	0
Serpina3c	39.333333	0	0	135	219	0	0	0	0	0	0
Psmg3	39.333333	0	0	0	0	191	0	0	0	163	0
Nthl1	39.333333	0	0	0	0	119	0	0	109	126	0
Galnt10	39.333333	0	0	141	213	0	0	0	0	0	0
Cradd	39.333333	0	0	0	0	108	0	0	153	93	0
Clic4	39.333333	0	0	0	251	103	0	0	0	0	0
Asah1	39.333333	0	0	0	0	107	0	0	115	132	0
Shc1	39.222222	0	0	0	78	0	0	0	154	121	0
Rsrp1	39.222222	0	0	0	0	226	127	0	0	0	0
N6amt1	39.222222	0	0	0	0	0	0	0	0	353	0
Mettl9	39.222222	0	0	120	0	0	0	0	103	130	0
Mad2l1	39.222222	0	0	0	0	84	0	0	142	127	0
Ilrun	39.222222	0	0	0	0	147	91	0	0	115	0
Cntrl	39.222222	0	0	0	0	0	113	0	116	124	0
Cks1b	39.222222	0	0	0	78	0	0	0	154	121	0
Tmco1	39.111111	0	0	98	0	0	0	89	0	165	0
Saraf	39.111111	0	0	0	0	152	98	0	0	102	0
Mtmr6	39.111111	0	0	0	0	182	0	0	0	170	0
Lsm10	39.111111	0	0	0	0	243	109	0	0	0	0
Gstp1	39.111111	0	0	0	0	214	138	0	0	0	0
Efcab2	39.111111	0	0	136	112	0	0	0	0	104	0
Daxx	39.111111	0	0	0	0	0	0	0	125	227	0
Ccny	39.111111	0	0	0	0	137	0	0	0	215	0
Ppp1r37	39.000000	0	0	0	0	0	0	0	167	184	0
Mrpl24	39.000000	0	0	0	0	95	0	0	126	130	0
Icos	39.000000	0	0	0	0	123	0	0	228	0	0
Gm9949	39.000000	0	0	0	0	107	110	0	0	134	0
Elp5	39.000000	0	0	0	0	98	0	0	151	102	0
Dusp22	39.000000	0	0	0	0	0	0	0	161	190	0
Ctdnep1	39.000000	0	0	0	0	98	0	0	151	102	0
Adrb2	39.000000	0	0	0	0	107	110	0	0	134	0
Ski	38.888889	0	0	0	0	93	0	0	122	135	0
Rnf20	38.888889	0	0	0	0	139	0	0	0	211	0
Pum2	38.888889	0	0	0	0	0	0	0	229	121	0
Mrpl35	38.888889	0	0	0	0	229	0	0	121	0	0
Gtf3c2	38.888889	0	0	0	0	147	0	0	0	203	0
Armc8	38.888889	0	0	0	0	0	0	0	0	350	0
Ugt1a6a	38.777778	0	0	0	0	0	0	0	349	0	0
Samsn1	38.777778	0	100	0	0	249	0	0	0	0	0
Ddx41	38.777778	0	0	0	0	109	0	0	0	240	0
Atp7b	38.777778	0	0	0	0	153	89	0	0	107	0
Alg11	38.777778	0	0	0	0	153	89	0	0	107	0
Sash1	38.666667	0	0	169	179	0	0	0	0	0	0
P2ry10	38.666667	0	0	0	0	0	0	0	348	0	0
Lman2	38.666667	0	0	0	0	81	106	0	0	161	0
Kcnab2	38.666667	0	0	0	0	136	77	0	0	135	0
Ahi1	38.666667	0	0	0	125	102	0	0	0	121	0
Zkscan8	38.555556	0	0	0	0	0	0	0	126	221	0
Trim12c	38.555556	0	0	0	0	124	0	0	223	0	0
Rpl30	38.555556	0	0	0	0	87	0	0	139	121	0
Phf14	38.555556	0	0	0	0	0	0	0	216	131	0
Odc1	38.555556	0	0	0	0	195	152	0	0	0	0
Gnas	38.555556	0	0	0	191	156	0	0	0	0	0
Eif2ak4	38.555556	0	347	0	0	0	0	0	0	0	0
Dse	38.555556	0	0	124	223	0	0	0	0	0	0
Dnajb12	38.555556	0	0	0	0	127	0	0	97	123	0
Crocc	38.555556	0	0	0	0	237	0	0	0	110	0
Cct4	38.555556	0	0	0	0	0	0	0	136	211	0
Ccdc90b	38.555556	0	0	0	0	0	0	0	122	225	0
Atp7a	38.555556	0	0	0	0	222	0	0	0	125	0
Arhgef7	38.555556	0	0	0	0	160	0	0	0	187	0
1110038F14Rik	38.555556	0	0	0	178	76	0	0	0	93	0
Nxpe3	38.444444	0	0	0	0	0	0	0	0	346	0
Mfsd2a	38.444444	0	0	0	0	166	180	0	0	0	0
Gemin4	38.444444	0	0	0	0	248	98	0	0	0	0
Fam193a	38.444444	0	0	0	0	147	0	0	0	199	0
Dbil5	38.444444	0	0	0	0	248	98	0	0	0	0
Caap1	38.444444	0	0	0	0	189	0	0	0	157	0
BC048562	38.444444	0	0	0	0	226	0	0	120	0	0
Rab5c	38.333333	0	0	0	0	82	0	0	0	263	0
Nol7	38.333333	0	0	0	0	196	0	0	0	149	0
Ms4a4b	38.333333	0	0	0	0	163	0	0	182	0	0
Isca1	38.333333	0	0	0	0	132	0	0	81	132	0
Insr	38.333333	0	0	0	0	229	0	0	0	116	0
Ercc6l	38.333333	0	0	0	0	210	0	0	135	0	0
Ebag9	38.333333	0	0	0	0	0	0	0	150	195	0
Cdkn2aipnl	38.333333	0	0	0	0	234	0	0	0	111	0
Capza2	38.333333	0	0	0	0	237	108	0	0	0	0
Aacs	38.333333	0	0	0	0	147	0	92	106	0	0
Zranb3	38.222222	0	0	0	0	0	0	0	182	162	0
Zfp661	38.222222	0	0	0	0	159	0	0	0	185	0
Srxn1	38.222222	0	0	0	0	202	0	0	0	142	0
R3hdm1	38.222222	0	0	0	0	0	0	0	182	162	0
Ndufb1	38.222222	0	0	0	203	0	0	0	0	141	0
Ncapg2	38.222222	0	0	0	0	199	0	0	0	145	0
Cpsf2	38.222222	0	0	0	203	0	0	0	0	141	0
Capn7	38.222222	0	0	0	0	87	143	0	0	114	0
Fyttd1	38.111111	0	0	0	0	178	0	0	0	165	0
Tlr5	38.000000	0	228	0	114	0	0	0	0	0	0
Synj2bp	38.000000	0	0	0	0	149	0	0	0	193	0
Scrn3	38.000000	0	0	0	0	121	0	0	0	221	0
Rpl14	38.000000	0	0	0	0	62	166	0	0	114	0
Nepro	38.000000	0	0	0	0	232	110	0	0	0	0
Gm20498	38.000000	0	0	0	0	149	0	0	0	193	0
Cir1	38.000000	0	0	0	0	121	0	0	0	221	0
BC031181	38.000000	0	0	0	0	101	100	0	0	141	0
Anapc15	38.000000	0	0	0	0	95	0	0	114	133	0
Ado	38.000000	0	0	0	0	0	0	0	88	254	0
Zfp60	37.888889	0	198	0	0	0	0	0	0	143	0
Usp12	37.888889	0	0	0	0	201	140	0	0	0	0
Coa4	37.888889	0	0	0	0	0	73	0	145	123	0
Cluap1	37.888889	0	0	0	185	156	0	0	0	0	0
C3ar1	37.888889	0	186	0	155	0	0	0	0	0	0
Adss	37.888889	0	0	0	0	164	0	0	0	177	0
1700037C18Rik	37.888889	0	0	0	185	156	0	0	0	0	0
Zbtb11	37.777778	0	0	0	0	163	0	0	0	177	0
Xpc	37.777778	0	0	0	0	110	0	0	87	143	0
Pdpr	37.777778	0	0	0	0	340	0	0	0	0	0
Lsm3	37.777778	0	0	0	0	110	0	0	87	143	0
Hnrnpdl	37.777778	0	0	0	0	225	0	0	0	115	0
Enoph1	37.777778	0	0	0	0	225	0	0	0	115	0
Cr1l	37.777778	0	0	0	0	0	0	0	126	214	0
Cc2d1a	37.777778	0	0	0	0	66	0	0	162	112	0
Arfgap2	37.777778	0	0	0	0	131	0	0	121	88	0
4930432K21Rik	37.777778	0	0	0	0	66	0	0	162	112	0
Usp18	37.666667	0	0	0	0	0	0	0	339	0	0
Snrnp25	37.666667	0	0	0	0	194	145	0	0	0	0
Rnf220	37.666667	0	0	0	0	339	0	0	0	0	0
Map10	37.666667	0	0	0	0	339	0	0	0	0	0
Fig4	37.666667	0	0	0	0	179	0	0	0	160	0
Dus2	37.666667	0	0	0	0	156	0	0	0	183	0
Ddx28	37.666667	0	0	0	0	156	0	0	0	183	0
Ak9	37.666667	0	0	0	0	179	0	0	0	160	0
Mfap3l	37.555556	0	0	115	223	0	0	0	0	0	0
H2az2	37.555556	0	0	0	0	0	0	0	172	166	0
Ctsk	37.555556	0	0	143	195	0	0	0	0	0	0
Rasgef1b	37.444444	0	0	0	0	118	73	0	0	146	0
Pus7l	37.444444	0	0	0	0	177	160	0	0	0	0
Psmb5	37.444444	0	0	0	0	0	0	0	160	177	0
Mideas	37.444444	0	0	0	0	134	0	0	203	0	0
Irak4	37.444444	0	0	0	0	177	160	0	0	0	0
Ccdc63	37.444444	0	0	0	0	0	0	140	197	0	0
Ttf1	37.333333	0	0	0	0	239	0	0	0	97	0
Tbc1d10a	37.333333	0	0	0	0	122	105	0	0	109	0
Srcap	37.333333	0	0	0	0	132	0	76	0	128	0
Sfswap	37.333333	0	0	0	100	0	0	0	135	101	0
Nuak2	37.333333	0	0	0	0	190	146	0	0	0	0
Ndufv3	37.333333	0	0	0	0	143	193	0	0	0	0
Faf2	37.333333	0	0	0	0	216	0	0	0	120	0
Brpf1	37.333333	0	0	0	0	121	0	0	0	215	0
Taf10	37.222222	0	0	0	0	207	0	0	0	128	0
Ifnar1	37.222222	0	0	0	0	130	103	0	0	102	0
Get3	37.222222	0	0	0	0	335	0	0	0	0	0
Ftl1	37.222222	0	0	0	0	216	119	0	0	0	0
Atp1a1	37.222222	0	0	0	0	124	211	0	0	0	0
Ulk2	37.111111	0	0	0	0	206	0	0	0	128	0
Ttc1	37.111111	0	0	0	0	107	128	0	0	99	0
Trim44	37.111111	0	0	0	0	166	0	0	0	168	0
Trim41	37.111111	0	0	123	0	0	0	0	99	112	0
Tas2r134	37.111111	0	180	154	0	0	0	0	0	0	0
Taf9	37.111111	0	0	0	0	0	0	0	93	241	0
Stxbp4	37.111111	0	0	0	109	0	0	0	116	109	0
Rad17	37.111111	0	0	0	0	0	0	0	93	241	0
Mcrs1	37.111111	0	0	0	0	0	0	0	164	170	0
Hlcs	37.111111	0	0	0	0	229	0	0	0	105	0
Hgf	37.111111	0	189	0	145	0	0	0	0	0	0
Fcsk	37.111111	0	0	0	0	0	0	0	130	204	0
Cox11	37.111111	0	0	0	109	0	0	0	116	109	0
Aqr	37.111111	0	0	0	0	130	0	0	0	204	0
Ak6	37.111111	0	0	0	0	0	0	0	93	241	0
Slc31a1	37.000000	0	0	0	0	100	0	0	0	233	0
Senp5	37.000000	0	0	0	0	156	78	0	0	99	0
Rps13	37.000000	0	0	0	0	197	0	0	0	136	0
Pigw	37.000000	0	0	0	0	218	0	115	0	0	0
Myo19	37.000000	0	0	0	0	218	0	115	0	0	0
Mtf1	37.000000	0	0	0	0	94	0	0	132	107	0
Glce	37.000000	0	0	0	0	113	112	0	0	108	0
Fkbp15	37.000000	0	0	0	0	100	0	0	0	233	0
Erdr1	37.000000	0	0	0	0	101	0	0	0	232	0
Ccdc117	37.000000	0	0	0	0	112	0	0	80	141	0
Bard1	37.000000	0	0	0	0	0	0	0	145	188	0
Stau1	36.888889	0	0	0	0	88	0	0	0	244	0
Rpl29	36.888889	0	0	0	126	0	0	0	98	108	0
Prkacb	36.888889	0	0	0	0	0	0	0	162	170	0
Pofut2	36.888889	0	0	0	0	108	99	0	125	0	0
Nfkbie	36.888889	0	0	0	0	332	0	0	0	0	0
Iqgap2	36.888889	0	0	0	0	0	0	0	158	174	0
Gipc1	36.888889	0	0	0	0	0	102	0	109	121	0
Eif3d	36.888889	0	0	0	0	0	0	0	178	154	0
Dnph1	36.888889	0	0	0	0	174	158	0	0	0	0
Ufc1	36.777778	0	0	87	113	0	0	0	0	131	0
Susd6	36.777778	0	0	0	0	168	0	0	163	0	0
S1pr1	36.777778	0	0	0	0	0	0	0	115	216	0
Ppp1r12b	36.777778	0	0	0	0	0	0	0	143	188	0
Pex11b	36.777778	0	0	0	0	84	0	0	0	247	0
Ndufa10	36.777778	0	0	0	0	98	0	0	82	151	0
Aurkaip1	36.777778	0	0	0	89	242	0	0	0	0	0
Agk	36.777778	0	0	0	0	160	0	0	0	171	0
Tbce	36.666667	0	0	0	0	134	0	0	74	122	0
Ptrhd1	36.666667	0	0	0	0	0	0	0	161	169	0
Phospho2	36.666667	0	0	0	0	186	0	0	0	144	0
Mob1b	36.666667	0	0	0	0	193	137	0	0	0	0
Fdft1	36.666667	0	0	0	0	0	0	0	216	114	0
Eif3f	36.666667	0	0	0	0	139	0	0	191	0	0
Cenpo	36.666667	0	0	0	0	0	0	0	161	169	0
Ccdc173	36.666667	0	0	0	0	186	0	0	0	144	0
Abraxas2	36.666667	0	0	0	0	105	0	0	76	149	0
Zswim4	36.555556	0	0	0	0	144	185	0	0	0	0
Wbp11	36.555556	0	0	0	0	116	0	0	125	88	0
Trim68	36.555556	0	0	0	0	114	0	0	86	129	0
Sh3glb1	36.555556	0	0	0	0	162	0	0	0	167	0
Il10ra	36.555556	0	0	0	0	0	0	0	329	0	0
Gfm1	36.555556	0	0	0	0	137	0	0	0	192	0
Cnp	36.555556	0	0	0	0	0	0	0	329	0	0
Ccr1	36.555556	0	0	0	165	164	0	0	0	0	0
BC049715	36.555556	0	0	0	0	116	0	0	125	88	0
Tcof1	36.444444	0	0	0	0	161	0	0	0	167	0
Spata13	36.444444	0	328	0	0	0	0	0	0	0	0
Smg8	36.444444	0	0	0	0	110	0	127	0	91	0
Rho	36.444444	0	328	0	0	0	0	0	0	0	0
Prelid2	36.444444	0	0	0	0	116	0	0	127	85	0
Ppp1r8	36.444444	0	0	0	0	85	139	0	0	104	0
Il6ra	36.444444	0	0	0	0	328	0	0	0	0	0
Ect2	36.444444	0	0	0	0	75	0	0	93	160	0
Strn	36.333333	0	0	0	0	85	0	0	0	242	0
Ninj1	36.333333	0	0	0	0	121	102	0	0	104	0
Mrps30	36.333333	0	0	0	0	229	0	0	0	98	0
Ier2	36.333333	0	146	0	0	0	93	0	88	0	0
G2e3	36.333333	0	0	0	0	91	0	0	100	136	0
Fgd4	36.333333	0	185	0	142	0	0	0	0	0	0
Dhrs11	36.333333	0	0	0	0	93	0	92	0	142	0
Cherp	36.333333	0	0	0	0	155	0	0	0	172	0
Avpi1	36.333333	0	0	0	0	0	0	0	327	0	0
Alg9	36.333333	0	327	0	0	0	0	0	0	0	0
Adipor2	36.333333	0	0	0	0	213	114	0	0	0	0
Zfp322a	36.222222	0	131	0	0	79	0	0	0	116	0
Romo1	36.222222	0	0	0	0	147	0	0	0	179	0
Prkag2	36.222222	0	187	0	139	0	0	0	0	0	0
Nfs1	36.222222	0	0	0	0	147	0	0	0	179	0
Naa50	36.222222	0	0	0	0	162	164	0	0	0	0
Ints7	36.222222	0	0	0	133	193	0	0	0	0	0
Hells	36.222222	0	0	0	0	196	0	0	0	130	0
Fam172a	36.222222	0	0	0	0	0	0	0	156	170	0
Dtl	36.222222	0	0	0	133	193	0	0	0	0	0
Dph6	36.222222	0	0	0	139	0	0	0	0	187	0
Abcc1	36.222222	0	0	0	0	0	0	0	146	180	0
Usf1	36.111111	0	0	0	0	0	0	0	101	224	0
Tymp	36.111111	152	173	0	0	0	0	0	0	0	0
Psmg4	36.111111	0	0	0	0	173	0	0	0	152	0
Psmb7	36.111111	0	0	0	0	123	0	0	105	97	0
Pde6h	36.111111	0	325	0	0	0	0	0	0	0	0
Nup98	36.111111	0	0	0	0	0	117	0	0	208	0
Rab1a	36.000000	0	0	0	0	120	0	0	0	204	0
Osbp	36.000000	0	0	0	0	105	97	0	0	122	0
Incenp	36.000000	0	0	0	0	92	0	0	110	122	0
Cnih4	36.000000	0	0	0	0	122	0	0	0	202	0
Rpf1	35.888889	0	0	0	0	64	0	0	107	152	0
Ppp1r7	35.888889	0	0	0	105	73	0	0	0	145	0
Pigo	35.888889	0	0	0	0	196	0	0	0	127	0
Pask	35.888889	0	0	0	105	73	0	0	0	145	0
Fam32a	35.888889	0	0	0	0	191	0	0	0	132	0
Ctif	35.888889	0	0	0	0	162	161	0	0	0	0
Adrm1	35.888889	0	0	0	0	0	0	0	113	210	0
Tnrc6a	35.777778	0	0	0	0	0	0	0	0	322	0
Tmed9	35.777778	0	0	0	0	0	0	0	115	207	0
Tab1	35.777778	208	0	0	0	114	0	0	0	0	0
Sepsecs	35.777778	0	0	0	0	0	0	0	171	151	0
Gtf3c3	35.777778	0	0	0	0	140	0	0	0	182	0
Atl3	35.777778	0	0	0	0	88	87	0	0	147	0
Wdr86	35.666667	0	321	0	0	0	0	0	0	0	0
Tmed7	35.666667	0	0	0	0	321	0	0	0	0	0
Ptgr2	35.666667	0	0	0	0	105	0	0	99	117	0
Prpf38b	35.666667	0	0	0	0	94	98	0	0	129	0
Parp1	35.666667	0	0	0	0	169	0	0	0	152	0
Mks1	35.666667	0	0	0	0	224	0	0	97	0	0
Glrx3	35.666667	0	0	0	0	174	147	0	0	0	0
Fancd2	35.666667	0	0	0	0	0	0	0	134	187	0
Emc3	35.666667	0	0	0	0	0	0	0	134	187	0
Eif1a	35.666667	0	0	0	0	321	0	0	0	0	0
Ehd1	35.666667	0	211	0	110	0	0	0	0	0	0
Ttc14	35.555556	0	0	0	0	90	0	0	103	127	0
