Target_genes	Stat4|Average	SRX3324130|Natural_Killer_T-Cells	SRX3324132|Natural_Killer_T-Cells	SRX3324134|Natural_Killer_T-Cells	SRX3324136|Natural_Killer_T-Cells	SRX3324138|Natural_Killer_T-Cells	SRX021624|Th1_Cells	SRX021625|Th1_Cells	SRX041279|Th1_Cells	STRING
Ddx18	29.500000	0	0	155	0	0	81	0	0	0
Cd69	29.500000	156	0	80	0	0	0	0	0	0
Zfp658	29.375000	0	0	0	0	0	235	0	0	0
Pnpla6	29.375000	139	0	0	0	0	96	0	0	0
Ift81	29.375000	0	0	0	0	0	235	0	0	0
Aoah	29.375000	235	0	0	0	0	0	0	0	0
Abhd14b	29.375000	0	0	0	0	0	235	0	0	0
Abhd14a	29.375000	0	0	0	0	0	235	0	0	0
Ttc21a	29.250000	234	0	0	0	0	0	0	0	0
Ar	29.250000	0	0	0	0	0	234	0	0	0
Twistnb	29.125000	233	0	0	0	0	0	0	0	0
Trim5	29.125000	153	0	0	0	0	80	0	0	0
Tm9sf4	29.125000	145	0	88	0	0	0	0	0	0
Stk16	29.125000	130	0	103	0	0	0	0	0	0
Pxk	29.125000	0	0	128	0	0	105	0	0	0
Ppm1b	29.125000	143	0	90	0	0	0	0	0	0
Itgb1	29.125000	0	0	0	0	0	233	0	0	0
Hbs1l	29.125000	233	0	0	0	0	0	0	0	0
Gm27021	29.125000	121	0	112	0	0	0	0	0	0
Glb1l	29.125000	130	0	103	0	0	0	0	0	0
Gbe1	29.125000	121	0	112	0	0	0	0	0	0
Fam124a	29.125000	0	0	0	0	0	233	0	0	0
Emc8	29.125000	121	0	112	0	0	0	0	0	0
Cox4i1	29.125000	121	0	112	0	0	0	0	0	0
Abtb1	29.125000	0	0	0	0	0	233	0	0	0
Ube3a	29.000000	112	0	120	0	0	0	0	0	0
Mrps7	29.000000	126	0	0	0	0	106	0	0	0
Hadhb	29.000000	95	0	137	0	0	0	0	0	0
Hadha	29.000000	95	0	137	0	0	0	0	0	0
Gga3	29.000000	126	0	0	0	0	106	0	0	0
Zmynd12	28.875000	139	0	0	0	0	92	0	0	0
Smim26	28.875000	0	0	0	0	0	231	0	0	0
Rasgef1b	28.875000	0	0	0	0	0	231	0	0	0
Rab5c	28.875000	231	0	0	0	0	0	0	0	0
Ppcs	28.875000	139	0	0	0	0	92	0	0	0
Kdm3a	28.875000	231	0	0	0	0	0	0	0	0
Hikeshi	28.875000	0	0	0	0	0	231	0	0	0
Gnb5	28.875000	0	0	0	0	0	231	0	0	0
Dohh	28.875000	0	0	137	0	94	0	0	0	0
Cbl	28.875000	116	0	0	0	0	115	0	0	0
Zscan18	28.750000	0	0	0	0	0	230	0	0	0
Zfp597	28.750000	0	0	0	0	0	230	0	0	0
Tasor2	28.750000	0	0	137	0	0	93	0	0	0
Myo1c	28.750000	0	0	0	0	0	230	0	0	0
Mtmr12	28.750000	142	0	88	0	0	0	0	0	0
Kpna1	28.750000	0	0	88	0	0	142	0	0	0
Zfp688	28.625000	0	0	0	0	0	229	0	0	0
Unc50	28.625000	0	0	128	0	0	101	0	0	0
Tsc22d1	28.625000	0	0	0	0	0	229	0	0	0
Tank	28.625000	112	0	0	0	0	117	0	0	0
Pex12	28.625000	229	0	0	0	0	0	0	0	0
Map3k7	28.625000	130	0	0	0	0	99	0	0	0
Fbrs	28.625000	127	0	0	0	102	0	0	0	0
Coa5	28.625000	0	0	128	0	0	101	0	0	0
Cdadc1	28.625000	0	0	95	0	0	134	0	0	0
Ascl4	28.625000	0	0	0	0	0	229	0	0	0
Anp32e	28.625000	229	0	0	0	0	0	0	0	0
Acap1	28.625000	0	0	0	0	0	229	0	0	0
Wfdc11	28.500000	0	0	0	0	0	228	0	0	0
Wdr24	28.500000	0	0	0	0	0	228	0	0	0
Vav1	28.500000	107	0	0	0	0	121	0	0	0
Tuba1b	28.500000	82	0	146	0	0	0	0	0	0
Ttc4	28.500000	0	0	0	0	0	228	0	0	0
Snrpa1	28.500000	0	0	0	0	0	228	0	0	0
Clp1	28.500000	0	0	0	0	120	108	0	0	0
Zfp691	28.375000	227	0	0	0	0	0	0	0	0
Ssna1	28.375000	227	0	0	0	0	0	0	0	0
Rpl41	28.375000	227	0	0	0	0	0	0	0	0
Prpsap1	28.375000	227	0	0	0	0	0	0	0	0
Kctd9	28.375000	139	0	0	0	88	0	0	0	0
Izumo4	28.375000	126	0	0	0	101	0	0	0	0
Drd5	28.375000	0	0	0	0	0	227	0	0	0
Cdca2	28.375000	139	0	0	0	88	0	0	0	0
Anapc2	28.375000	227	0	0	0	0	0	0	0	0
Tmem237	28.250000	0	0	0	0	0	226	0	0	0
Tmem123	28.250000	114	0	112	0	0	0	0	0	0
Tex22	28.250000	0	0	0	0	0	226	0	0	0
Ska2	28.250000	226	0	0	0	0	0	0	0	0
Prr11	28.250000	226	0	0	0	0	0	0	0	0
P4hb	28.250000	86	0	140	0	0	0	0	0	0
Ncl	28.250000	101	0	0	0	0	125	0	0	0
Adar	28.250000	0	0	0	0	0	226	0	0	0
Wbp1	28.125000	156	0	0	0	69	0	0	0	0
Hnrnpab	28.125000	0	0	120	0	0	105	0	0	0
Dnttip1	28.125000	0	0	0	0	0	225	0	0	0
Cd276	28.125000	0	0	0	0	0	124	101	0	0
Ccdc88c	28.125000	225	0	0	0	0	0	0	0	0
Ralbp1	28.000000	121	0	103	0	0	0	0	0	0
Osbpl2	28.000000	121	0	103	0	0	0	0	0	0
Impdh2	28.000000	78	0	0	0	0	146	0	0	0
Fbxo17	28.000000	0	0	0	0	0	224	0	0	0
Ddx49	28.000000	112	0	0	0	0	112	0	0	0
Cope	28.000000	112	0	0	0	0	112	0	0	0
Canx	28.000000	82	0	142	0	0	0	0	0	0
Tsg101	27.875000	103	0	120	0	0	0	0	0	0
Slfn3	27.875000	0	0	0	0	0	223	0	0	0
Rnf115	27.875000	95	0	128	0	0	0	0	0	0
Rabl6	27.875000	86	0	137	0	0	0	0	0	0
Polr3c	27.875000	95	0	128	0	0	0	0	0	0
Mrps15	27.875000	0	0	0	0	0	96	127	0	0
Mgat1	27.875000	0	0	0	0	0	223	0	0	0
Hjurp	27.875000	0	0	0	0	0	223	0	0	0
Cyb5b	27.875000	0	0	0	0	0	223	0	0	0
Ctse	27.875000	0	0	0	0	0	223	0	0	0
Chit1	27.875000	0	0	0	0	0	223	0	0	0
Actr2	27.875000	111	0	112	0	0	0	0	0	0
A730008H23Rik	27.875000	0	0	0	0	0	223	0	0	0
Zfp598	27.750000	0	0	222	0	0	0	0	0	0
Taf13	27.750000	0	0	222	0	0	0	0	0	0
Rpia	27.750000	103	0	0	0	0	119	0	0	0
Pnpla7	27.750000	0	0	120	0	102	0	0	0	0
Mta2	27.750000	0	0	222	0	0	0	0	0	0
Mrpl41	27.750000	0	0	120	0	102	0	0	0	0
Mfhas1	27.750000	0	0	0	0	0	222	0	0	0
Meak7	27.750000	0	0	222	0	0	0	0	0	0
Map9	27.750000	0	0	0	0	0	222	0	0	0
Dhx37	27.750000	0	0	222	0	0	0	0	0	0
Bnip3l	27.750000	0	0	0	0	0	222	0	0	0
Zfp654	27.625000	88	0	133	0	0	0	0	0	0
Vldlr	27.625000	0	0	0	0	0	221	0	0	0
Ubap2l	27.625000	0	0	0	0	0	221	0	0	0
Tut4	27.625000	0	0	0	0	0	221	0	0	0
Tnfrsf4	27.625000	0	0	0	0	0	221	0	0	0
Sf3b3	27.625000	86	0	0	0	0	135	0	0	0
Rbm48	27.625000	0	0	0	0	0	221	0	0	0
Pradc1	27.625000	0	0	118	0	0	103	0	0	0
Pex1	27.625000	0	0	0	0	0	221	0	0	0
Inf2	27.625000	0	0	0	0	0	221	0	0	0
Gad2	27.625000	0	0	0	0	0	221	0	0	0
Cog4	27.625000	86	0	0	0	0	135	0	0	0
Cggbp1	27.625000	88	0	133	0	0	0	0	0	0
Cct7	27.625000	0	0	118	0	0	103	0	0	0
4933434E20Rik	27.625000	0	0	0	0	0	221	0	0	0
Zkscan1	27.500000	0	0	0	0	0	220	0	0	0
Speer1	27.500000	0	0	0	0	0	220	0	0	0
Rraga	27.500000	0	0	95	0	0	125	0	0	0
Raly	27.500000	112	0	0	0	0	108	0	0	0
Nrf1	27.500000	110	0	110	0	0	0	0	0	0
Cxcl10	27.500000	220	0	0	0	0	0	0	0	0
Cmtr2	27.500000	0	0	0	0	0	220	0	0	0
Zfp26	27.375000	78	0	0	0	0	141	0	0	0
Oxa1l	27.375000	130	0	0	0	0	89	0	0	0
Dgka	27.375000	0	0	0	0	0	219	0	0	0
Arhgap12	27.375000	130	0	0	0	0	89	0	0	0
Prpsap2	27.250000	0	0	0	0	0	218	0	0	0
Phf23	27.250000	0	0	0	0	111	107	0	0	0
Clcn5	27.250000	0	0	0	0	0	218	0	0	0
Ccnd3	27.250000	0	0	0	0	0	218	0	0	0
Zbtb2	27.125000	131	0	86	0	0	0	0	0	0
Trim9	27.125000	0	0	0	0	0	217	0	0	0
Rras	27.125000	68	0	149	0	0	0	0	0	0
Rps6ka1	27.125000	0	0	0	0	0	217	0	0	0
Rpl24	27.125000	217	0	0	0	0	0	0	0	0
Prdx1	27.125000	0	0	0	0	0	217	0	0	0
Ppp2r5d	27.125000	217	0	0	0	0	0	0	0	0
Pnn	27.125000	217	0	0	0	0	0	0	0	0
Nsfl1c	27.125000	217	0	0	0	0	0	0	0	0
Gle1	27.125000	121	0	0	0	0	96	0	0	0
Fadd	27.125000	217	0	0	0	0	0	0	0	0
Cnot6l	27.125000	0	0	0	0	0	217	0	0	0
Cfap77	27.125000	0	0	0	0	0	217	0	0	0
Trappc5	27.000000	112	0	0	0	0	104	0	0	0
Syngr2	27.000000	0	0	0	0	0	216	0	0	0
Itga6	27.000000	0	0	0	0	0	216	0	0	0
Gnas	27.000000	0	0	0	0	0	216	0	0	0
Gna11	27.000000	121	0	95	0	0	0	0	0	0
Dbndd2	27.000000	0	0	0	0	0	216	0	0	0
Usf3	26.875000	215	0	0	0	0	0	0	0	0
Tmem161b	26.875000	121	0	0	0	0	94	0	0	0
Supt20	26.875000	0	0	0	0	0	215	0	0	0
Slc30a1	26.875000	0	0	0	0	0	215	0	0	0
Setd5	26.875000	140	0	0	0	75	0	0	0	0
Senp3	26.875000	112	0	103	0	0	0	0	0	0
Sel1l	26.875000	95	0	120	0	0	0	0	0	0
S1pr2	26.875000	0	0	0	0	0	215	0	0	0
Prpf3	26.875000	112	0	103	0	0	0	0	0	0
Ppia	26.875000	117	0	98	0	0	0	0	0	0
Pdap1	26.875000	103	0	112	0	0	0	0	0	0
Nudcd3	26.875000	215	0	0	0	0	0	0	0	0
Nol10	26.875000	0	0	0	0	0	215	0	0	0
Mafg	26.875000	0	0	0	0	0	215	0	0	0
Gosr2	26.875000	0	0	103	0	0	112	0	0	0
Eif4e	26.875000	126	0	0	0	0	89	0	0	0
Bud31	26.875000	103	0	112	0	0	0	0	0	0
Tesmin	26.750000	0	0	0	0	0	214	0	0	0
Sh3bp5l	26.750000	214	0	0	0	0	0	0	0	0
Samd4b	26.750000	0	0	93	0	0	121	0	0	0
Mro	26.750000	0	0	0	0	0	0	214	0	0
Mad2l1	26.750000	121	0	0	0	0	93	0	0	0
Lrrc56	26.750000	0	0	0	0	0	214	0	0	0
Ids	26.750000	0	0	0	0	0	214	0	0	0
Hras	26.750000	0	0	0	0	0	214	0	0	0
Gmfg	26.750000	0	0	93	0	0	121	0	0	0
Fem1c	26.750000	83	0	0	0	0	131	0	0	0
B4galt5	26.750000	0	0	0	0	0	214	0	0	0
Ube2m	26.625000	0	0	79	0	0	134	0	0	0
Tmc6	26.625000	0	0	0	0	0	213	0	0	0
Rin1	26.625000	0	0	0	0	0	213	0	0	0
Marchf7	26.625000	0	0	0	0	0	213	0	0	0
Gpbp1	26.625000	134	0	79	0	0	0	0	0	0
Gcnt2	26.625000	0	0	0	0	0	213	0	0	0
Ccl27a	26.625000	213	0	0	0	0	0	0	0	0
Ahnak	26.625000	0	0	0	0	0	213	0	0	0
Slc25a28	26.500000	132	0	80	0	0	0	0	0	0
Gpat3	26.500000	0	0	0	0	0	212	0	0	0
F2rl2	26.500000	0	0	0	0	0	212	0	0	0
Bcl2	26.500000	0	0	0	0	0	212	0	0	0
Atxn3	26.500000	0	0	212	0	0	0	0	0	0
Tiam1	26.375000	0	0	0	0	0	211	0	0	0
Srp54c	26.375000	0	0	0	0	0	211	0	0	0
Srp54b	26.375000	0	0	0	0	0	211	0	0	0
Srp54a	26.375000	0	0	0	0	0	211	0	0	0
Sox21	26.375000	0	0	0	0	0	211	0	0	0
Smad3	26.375000	0	0	0	0	0	211	0	0	0
Prrc2c	26.375000	0	0	211	0	0	0	0	0	0
Niban1	26.375000	211	0	0	0	0	0	0	0	0
Exoc6	26.375000	0	0	0	0	0	211	0	0	0
Tbp	26.250000	125	0	0	0	0	85	0	0	0
Rps13	26.250000	111	0	0	0	0	99	0	0	0
Plekhn1	26.250000	0	0	0	0	0	210	0	0	0
Dnajc3	26.250000	0	0	110	0	100	0	0	0	0
Dnajc24	26.250000	0	0	0	0	0	210	0	0	0
Cdv3	26.250000	0	0	0	0	0	210	0	0	0
Syvn1	26.125000	110	0	0	0	0	99	0	0	0
Sugt1	26.125000	139	0	0	0	0	70	0	0	0
Rere	26.125000	0	0	0	0	0	209	0	0	0
Aig1	26.125000	0	0	0	0	0	209	0	0	0
Naca	26.000000	128	0	80	0	0	0	0	0	0
Klf11	26.000000	0	0	0	0	0	208	0	0	0
Impa2	26.000000	0	0	0	0	0	208	0	0	0
Cycs	26.000000	126	0	0	0	0	82	0	0	0
Cyba	26.000000	208	0	0	0	0	0	0	0	0
4933402N22Rik	26.000000	0	0	0	0	0	208	0	0	0
Trak2	25.875000	95	0	0	0	0	112	0	0	0
Rcc1l	25.875000	207	0	0	0	0	0	0	0	0
Proser1	25.875000	207	0	0	0	0	0	0	0	0
Nxt1	25.875000	207	0	0	0	0	0	0	0	0
Nhlrc3	25.875000	207	0	0	0	0	0	0	0	0
Lims1	25.875000	207	0	0	0	0	0	0	0	0
Klf13	25.875000	95	0	0	0	0	112	0	0	0
Hexim2	25.875000	207	0	0	0	0	0	0	0	0
Cnot3	25.875000	119	0	0	0	88	0	0	0	0
Chd8	25.875000	130	0	0	0	0	77	0	0	0
Tagap1	25.750000	103	0	103	0	0	0	0	0	0
Ssu72	25.750000	121	0	0	0	0	85	0	0	0
Rai1	25.750000	0	0	0	0	0	206	0	0	0
Ppm1f	25.750000	0	0	0	0	0	206	0	0	0
Cdca3	25.750000	206	0	0	0	0	0	0	0	0
Bola1	25.750000	121	0	0	0	0	85	0	0	0
Arhgap40	25.750000	0	0	0	0	0	206	0	0	0
Actl6a	25.750000	103	0	103	0	0	0	0	0	0
Usp15	25.625000	103	0	0	0	102	0	0	0	0
Usp14	25.625000	0	0	0	0	0	205	0	0	0
Tusc3	25.625000	0	0	0	0	0	205	0	0	0
Smc5	25.625000	0	0	0	0	0	205	0	0	0
Slc2a3	25.625000	0	0	0	0	0	205	0	0	0
Itgb8	25.625000	0	0	0	0	0	205	0	0	0
H3c3	25.625000	205	0	0	0	0	0	0	0	0
Fitm2	25.625000	0	0	0	0	0	205	0	0	0
C9orf72	25.625000	0	0	85	0	0	120	0	0	0
Asnsd1	25.625000	0	0	0	0	0	205	0	0	0
Asdurf	25.625000	0	0	0	0	0	205	0	0	0
Il7r	25.500000	0	0	0	0	0	204	0	0	0
Eif6	25.500000	0	0	0	0	0	204	0	0	0
C2cd6	25.500000	0	0	0	0	0	204	0	0	0
Zfp932	25.375000	0	0	0	0	0	203	0	0	0
Rnf182	25.375000	0	0	0	0	0	203	0	0	0
Rabggta	25.375000	0	0	0	0	0	203	0	0	0
Pde8a	25.375000	203	0	0	0	0	0	0	0	0
Pbdc1	25.375000	0	0	0	0	0	203	0	0	0
Efcab2	25.375000	126	0	0	0	77	0	0	0	0
Atp9a	25.375000	0	0	0	0	0	203	0	0	0
Adpgk	25.375000	0	0	0	0	0	203	0	0	0
Wdr41	25.250000	0	0	0	0	0	202	0	0	0
Wbp1l	25.250000	97	0	0	0	0	105	0	0	0
Trp53bp2	25.250000	0	0	202	0	0	0	0	0	0
Taf7	25.250000	0	0	202	0	0	0	0	0	0
Rtel1	25.250000	0	0	0	0	0	202	0	0	0
Rprd1a	25.250000	0	0	95	0	0	107	0	0	0
Mapre2	25.250000	0	0	0	0	0	202	0	0	0
Kif2c	25.250000	0	0	0	0	0	202	0	0	0
Gvin1	25.250000	202	0	0	0	0	0	0	0	0
Gpr89	25.250000	0	0	0	0	0	202	0	0	0
Gm4070	25.250000	202	0	0	0	0	0	0	0	0
Eri1	25.250000	0	0	202	0	0	0	0	0	0
Edem1	25.250000	0	0	202	0	0	0	0	0	0
Crlf1	25.250000	0	0	0	0	0	202	0	0	0
Cdkl3	25.250000	0	0	0	0	0	202	0	0	0
Tnfsf11	25.125000	0	0	0	0	0	201	0	0	0
Prdm14	25.125000	0	0	0	0	0	201	0	0	0
Ndufaf7	25.125000	0	0	0	0	0	201	0	0	0
Lrrtm2	25.125000	0	0	0	0	0	201	0	0	0
Inip	25.125000	0	0	112	0	0	89	0	0	0
Gtf2ird2	25.125000	0	0	0	0	0	201	0	0	0
Cebpz	25.125000	0	0	0	0	0	201	0	0	0
Traf3ip2	25.000000	200	0	0	0	0	0	0	0	0
Slc25a32	25.000000	112	0	88	0	0	0	0	0	0
Septin3	25.000000	0	0	0	0	0	200	0	0	0
Rpn2	25.000000	0	0	88	0	0	112	0	0	0
Rmi1	25.000000	106	0	94	0	0	0	0	0	0
Oas3	25.000000	0	0	0	0	0	200	0	0	0
Ndufa5	25.000000	0	0	0	0	0	200	0	0	0
Mybbp1a	25.000000	0	0	0	0	0	200	0	0	0
Mroh8	25.000000	0	0	88	0	0	112	0	0	0
Hnrnpk	25.000000	106	0	94	0	0	0	0	0	0
Fam207a	25.000000	0	0	200	0	0	0	0	0	0
Ddit4	25.000000	94	0	106	0	0	0	0	0	0
Dcaf13	25.000000	112	0	88	0	0	0	0	0	0
Cystm1	25.000000	0	0	0	0	0	200	0	0	0
Cit	25.000000	0	0	0	0	0	200	0	0	0
Ccnc	25.000000	0	0	0	0	0	200	0	0	0
Asb15	25.000000	0	0	0	0	0	200	0	0	0
Arid4a	25.000000	97	0	0	0	0	103	0	0	0
Ablim1	25.000000	0	0	0	0	0	200	0	0	0
Zmym2	24.875000	126	0	73	0	0	0	0	0	0
Socs2	24.875000	0	0	0	0	0	199	0	0	0
Clcf1	24.875000	199	0	0	0	0	0	0	0	0
Pip5kl1	24.750000	0	0	0	0	0	198	0	0	0
Pip4p1	24.750000	0	0	0	0	0	198	0	0	0
Mycbp2	24.750000	0	0	198	0	0	0	0	0	0
Mrps24	24.750000	0	0	0	0	0	198	0	0	0
Avl9	24.750000	95	0	103	0	0	0	0	0	0
Vapb	24.625000	197	0	0	0	0	0	0	0	0
Ube2f	24.625000	197	0	0	0	0	0	0	0	0
Ttc3	24.625000	0	0	0	0	0	197	0	0	0
Tecr	24.625000	197	0	0	0	0	0	0	0	0
Snrnp70	24.625000	197	0	0	0	0	0	0	0	0
Sfswap	24.625000	197	0	0	0	0	0	0	0	0
Rhot1	24.625000	197	0	0	0	0	0	0	0	0
Pip5k1c	24.625000	83	0	0	0	0	114	0	0	0
Pigp	24.625000	0	0	0	0	0	197	0	0	0
Mfn1	24.625000	197	0	0	0	0	0	0	0	0
Ikbip	24.625000	0	0	128	0	69	0	0	0	0
H2-M3	24.625000	197	0	0	0	0	0	0	0	0
Grap	24.625000	197	0	0	0	0	0	0	0	0
Clpb	24.625000	197	0	0	0	0	0	0	0	0
Apaf1	24.625000	0	0	128	0	69	0	0	0	0
Aars2	24.625000	197	0	0	0	0	0	0	0	0
Tmem120b	24.500000	0	0	0	0	0	196	0	0	0
Tcf3	24.500000	196	0	0	0	0	0	0	0	0
Smad5	24.500000	0	0	0	0	0	196	0	0	0
Selenoi	24.500000	0	0	0	0	0	196	0	0	0
Pigu	24.500000	121	0	0	0	0	75	0	0	0
Med14	24.500000	0	0	0	0	0	196	0	0	0
Dnttip2	24.500000	0	0	0	0	0	196	0	0	0
Cox20	24.500000	96	0	0	0	0	100	0	0	0
Anxa4	24.500000	0	0	0	0	0	196	0	0	0
Zcwpw1	24.375000	195	0	0	0	0	0	0	0	0
Rps27a	24.375000	0	0	0	0	0	195	0	0	0
Reep5	24.375000	0	0	0	0	0	195	0	0	0
Rasgrp4	24.375000	0	0	0	0	0	195	0	0	0
Nipa1	24.375000	0	0	0	0	0	195	0	0	0
Mepce	24.375000	195	0	0	0	0	0	0	0	0
F830016B08Rik	24.375000	0	0	0	0	0	195	0	0	0
Dennd2c	24.375000	0	0	0	0	0	195	0	0	0
Clhc1	24.375000	0	0	0	0	0	195	0	0	0
Tmem30a	24.250000	194	0	0	0	0	0	0	0	0
Sin3a	24.250000	103	0	91	0	0	0	0	0	0
Ric8a	24.250000	0	0	0	0	0	194	0	0	0
Pten	24.250000	0	0	109	0	85	0	0	0	0
Pabpn1	24.250000	117	0	0	0	77	0	0	0	0
Hspb7	24.250000	0	0	0	0	0	194	0	0	0
Bet1l	24.250000	0	0	0	0	0	194	0	0	0
Zfp850	24.125000	0	0	0	0	0	193	0	0	0
Sun2	24.125000	193	0	0	0	0	0	0	0	0
Srsf1	24.125000	193	0	0	0	0	0	0	0	0
Rab30	24.125000	193	0	0	0	0	0	0	0	0
Mrpl35	24.125000	0	0	0	0	0	193	0	0	0
Fxyd5	24.125000	0	0	0	0	0	193	0	0	0
Arntl	24.125000	98	0	95	0	0	0	0	0	0
Tsfm	24.000000	0	0	0	0	0	192	0	0	0
Smap1	24.000000	0	0	192	0	0	0	0	0	0
Ppfia1	24.000000	0	0	192	0	0	0	0	0	0
Ncoa3	24.000000	0	0	192	0	0	0	0	0	0
Lmnb1	24.000000	192	0	0	0	0	0	0	0	0
Larp4b	24.000000	0	0	192	0	0	0	0	0	0
Kif20b	24.000000	0	0	192	0	0	0	0	0	0
Fut7	24.000000	0	0	0	0	0	192	0	0	0
Eif3b	24.000000	0	0	0	0	0	192	0	0	0
Xpot	23.875000	112	0	0	0	0	79	0	0	0
Tnrc6b	23.875000	191	0	0	0	0	0	0	0	0
Scamp3	23.875000	0	0	0	0	0	191	0	0	0
Pts	23.875000	116	0	0	0	0	75	0	0	0
Kdm4b	23.875000	103	0	88	0	0	0	0	0	0
Hhat	23.875000	0	0	0	0	0	191	0	0	0
Fem1b	23.875000	0	0	0	0	0	191	0	0	0
Elof1	23.875000	0	0	0	0	0	191	0	0	0
Eif2ak2	23.875000	0	0	0	0	0	191	0	0	0
Cox14	23.875000	103	0	88	0	0	0	0	0	0
Cd2bp2	23.875000	103	0	88	0	0	0	0	0	0
Aprt	23.875000	0	0	0	0	0	191	0	0	0
Zfp652	23.750000	190	0	0	0	0	0	0	0	0
Zeb1	23.750000	0	0	0	0	0	190	0	0	0
Trim44	23.750000	0	0	0	0	0	190	0	0	0
Srrd	23.750000	0	0	0	0	0	190	0	0	0
Srp68	23.750000	0	0	0	0	0	190	0	0	0
Srebf2	23.750000	78	0	112	0	0	0	0	0	0
Orai2	23.750000	0	0	0	0	0	190	0	0	0
Mlana	23.750000	0	0	0	0	0	190	0	0	0
Map3k1	23.750000	0	0	0	0	0	190	0	0	0
Hps6	23.750000	0	0	0	0	0	190	0	0	0
Hps4	23.750000	0	0	0	0	0	190	0	0	0
Golga5	23.750000	95	0	0	0	0	95	0	0	0
Dhx30	23.750000	0	0	0	0	0	190	0	0	0
Ccdc138	23.750000	0	0	0	0	0	190	0	0	0
Tbc1d14	23.625000	78	0	0	0	0	111	0	0	0
Stx5a	23.625000	103	0	0	0	0	86	0	0	0
Rasl11a	23.625000	0	0	0	0	0	189	0	0	0
Raph1	23.625000	113	0	76	0	0	0	0	0	0
Prdm4	23.625000	0	0	0	0	77	112	0	0	0
Plekhf1	23.625000	0	0	0	0	0	189	0	0	0
P2rx4	23.625000	0	0	0	0	0	189	0	0	0
Lancl1	23.625000	0	0	0	0	0	189	0	0	0
Csf2	23.625000	0	0	113	0	0	76	0	0	0
Crtam	23.625000	0	0	0	0	0	189	0	0	0
1700092M07Rik	23.625000	103	0	0	0	0	86	0	0	0
Wtap	23.500000	108	0	80	0	0	0	0	0	0
Sf3b1	23.500000	188	0	0	0	0	0	0	0	0
Paqr3	23.500000	0	0	0	0	0	188	0	0	0
Ndufa6	23.500000	103	0	0	0	85	0	0	0	0
Lcp2	23.500000	0	0	0	0	0	188	0	0	0
Cstdc4	23.500000	0	0	0	0	0	188	0	0	0
Zfx	23.375000	187	0	0	0	0	0	0	0	0
Wdr34	23.375000	187	0	0	0	0	0	0	0	0
Ubac1	23.375000	187	0	0	0	0	0	0	0	0
Tnfsf8	23.375000	0	0	0	0	0	187	0	0	0
Tmem94	23.375000	187	0	0	0	0	0	0	0	0
Slc28a2b	23.375000	0	0	0	0	0	187	0	0	0
Rrp1	23.375000	0	0	0	0	0	187	0	0	0
Prpf4	23.375000	187	0	0	0	0	0	0	0	0
N6amt1	23.375000	187	0	0	0	0	0	0	0	0
Lime1	23.375000	187	0	0	0	0	0	0	0	0
Il12rb1	23.375000	0	0	0	0	0	187	0	0	0
Fkbp5	23.375000	0	0	187	0	0	0	0	0	0
Fem1a	23.375000	187	0	0	0	0	0	0	0	0
Fdxacb1	23.375000	187	0	0	0	0	0	0	0	0
Eef1a1	23.375000	109	0	78	0	0	0	0	0	0
Coa8	23.375000	187	0	0	0	0	0	0	0	0
Cdc26	23.375000	187	0	0	0	0	0	0	0	0
Ccdc166	23.375000	0	0	0	0	0	187	0	0	0
Bag5	23.375000	187	0	0	0	0	0	0	0	0
1110032A03Rik	23.375000	187	0	0	0	0	0	0	0	0
Ttc37	23.250000	0	0	0	0	0	186	0	0	0
Tsc1	23.250000	0	0	0	0	0	186	0	0	0
Snrpb2	23.250000	0	0	0	0	0	186	0	0	0
Rnf10	23.250000	0	0	0	0	0	186	0	0	0
Epb41l1	23.250000	0	0	0	0	0	186	0	0	0
Dnah1	23.250000	0	0	0	0	0	186	0	0	0
Ccar2	23.250000	0	0	0	0	0	186	0	0	0
Bloc1s5	23.250000	0	0	0	0	0	186	0	0	0
Arsk	23.250000	0	0	0	0	0	186	0	0	0
Wdr55	23.125000	0	0	0	0	0	185	0	0	0
Tmem230	23.125000	86	0	0	0	0	99	0	0	0
Spsb3	23.125000	185	0	0	0	0	0	0	0	0
Sec24c	23.125000	185	0	0	0	0	0	0	0	0
Psat1	23.125000	0	0	0	0	0	185	0	0	0
Pmf1	23.125000	0	0	0	0	0	185	0	0	0
Nubp2	23.125000	185	0	0	0	0	0	0	0	0
Med13	23.125000	0	0	0	0	0	185	0	0	0
Itgb3bp	23.125000	70	0	0	0	0	115	0	0	0
Ifi203	23.125000	185	0	0	0	0	0	0	0	0
Gpr160	23.125000	0	0	0	0	0	185	0	0	0
Efcab7	23.125000	70	0	0	0	0	115	0	0	0
Ube2q1	23.000000	0	0	0	0	0	184	0	0	0
Rcl1	23.000000	0	0	0	0	0	184	0	0	0
Fbxl13	23.000000	0	0	0	0	0	184	0	0	0
Cmc1	23.000000	0	0	0	0	0	184	0	0	0
Armc10	23.000000	0	0	0	0	0	184	0	0	0
Zbtb44	22.875000	0	0	183	0	0	0	0	0	0
Tulp4	22.875000	0	0	0	0	0	183	0	0	0
Sorbs1	22.875000	0	0	183	0	0	0	0	0	0
Slc66a1	22.875000	0	0	0	0	0	183	0	0	0
Sigirr	22.875000	0	0	0	0	0	183	0	0	0
Rhob	22.875000	95	0	88	0	0	0	0	0	0
Ppm1h	22.875000	0	0	0	0	0	183	0	0	0
Pkn2	22.875000	183	0	0	0	0	0	0	0	0
